Fid,Drug_Name1,Reason1,Drug_Name2,Reason2,Rating,Reviews,Drugfollowers,Label
8.0.6.4-8.6.0.1-0-0-0,LEVENZIN 5mg Tablet 10's,Allergies,Intacept 25mg Injection 0.5ml,Arthritis,10,25,36,0
10.42.0.211-113.200.98.151-44368-80-6,Leviz M Tablet 10'S,Allergies,Jaizzy 20Mg Tablet 10'sJaizzy 50Mg Capsule 10's,Arthritis,7,20,39,1
10.42.0.211-119.146.74.32-48953-443-6,Levocad 5mg Tablet 10'SLevocad Syrup 30ml,Allergies,Joincerin M Tablet 10'S,Arthritis,8,6,134,0
10.42.0.211-31.13.71.1-43340-443-6,Levocad M Tablet 10'S,Allergies,Jointace DN Tablet 15'S,Arthritis,1,4,134,1
10.42.0.151-52.84.29.137-39482-443-6,Levocet Syrup 30mlLevocet 10mg Tablet 15'SLevocet 5mg Tablet 10'SLevocet Syrup 60ml,Allergies,Jointace BS 750/250/250mg Tablet 15'S,Arthritis,8,14,134,0
172.217.6.238-10.42.0.211-443-49143-6,Levocet D Tablet 10'S,Allergies,Jointace DN 750/50/200mg Tablet 10'S,Arthritis,2,177,219,1
255.255.255.255-0.0.0.0-67-68-17,Levocet M 4/2.5mg Syrup 60mlLevocet M Suspension 30ml,Allergies,Jointace DN Super Tablet 10'S,Arthritis,1,9,927,1
180.149.138.210-10.42.0.151-80-56875-6,Levocet M Kid Tablet 10'S,Allergies,Jointace Forte 400mg Tablet 6'SJointace Forte 750/400mg Tablet 30'S,Arthritis,7,4,134,0
10.42.0.211-119.146.74.32-53881-443-6,Levocet Plus 5/75mg Tablet 10'S,Allergies,Jointace Plus Tablet 15'S,Arthritis,10,9,1428,1
183.79.248.124-10.42.0.42-443-46682-6,Levocetriwal Tablet 10'S,Allergies,Kineflex 10mg Injection 2ml,Arthritis,2,35,134,0
10.42.0.211-119.146.74.34-50695-80-6,LEVOCETRIZEN Syrup 30ml,Allergies,KNEESAFE GM Tablet 10's,Arthritis,5,8,134,0
172.217.10.74-10.42.0.151-443-60325-6,Levocetzine Syrup 30ml,Allergies,Kondro Acute Tablet 10'S,Arthritis,7,6,134,1
10.42.0.211-64.71.142.95-57969-443-6,Levocold Syrup 60ml,Allergies,Kondro Cerin 50mg Tablet 10'S,Arthritis,7,14,134,1
10.42.0.211-98.139.180.180-37926-443-6,Levodus 500mg Tablet 5'S,Allergies,Lefno 5mg Tablet 10'SLefno 20mg Tablet 10'SLefno 10mg Tablet 10'S,Arthritis,10,15,3435,0
172.217.11.10-10.42.0.151-443-60351-6,Levogel 5mg Capsule 10'S,Allergies,Lefra 10mg Tablet 10'SLefra 20mg Tablet 10'S,Arthritis,1,19,42,1
10.42.0.211-10.42.0.1-37718-53-17,Levohext 5mg Tablet 10'S,Allergies,Lefuma 20mg Tablet 10'SLefuma 10mg Tablet 10'S,Arthritis,6,7,134,0
8.0.6.4-8.6.0.1-0-0-0,Levokast Tablet 10'SLevokast 4/2.5mg Suspension 60ml,Allergies,Lefumide 20mg Tablet 10'SLefumide 10mg Tablet 10'S,Arthritis,9,0,134,1
172.217.12.170-10.42.0.42-443-32873-6,Levokast Kid Tablet 10'S,Allergies,Lefumod 10mg Tablet 10'SLefumod 20mg Tablet 10'S,Arthritis,10,20,134,0
10.42.0.151-10.42.0.1-6132-53-17,Levokon Tablet 10'S,Allergies,Lubrijoint Tablet 60'S,Arthritis,3,22,1368,1
211.236.244.151-10.42.0.211-80-46305-6,Levol MD 5mg Tablet 10'S,Allergies,Lubrijoint Plus Tablet 60'S,Arthritis,10,85,31,0
172.217.10.14-10.42.0.211-443-57427-6,LEVOLEUKAST Tablet 10's,Allergies,Lubrione 20mg Injection(Pfs) 1'S,Arthritis,2,12,134,0
10.42.0.211-23.206.173.182-55679-80-6,Levolyte 5mg Tablet 10'S,Allergies,Lubry GM Tablet 10'S,Arthritis,8,39,134,0
222.73.28.96-10.42.0.211-80-32802-6,Levonair 10/5mg Tablet 10'S,Allergies,Lupivestin 250mg Tablet 10'SLupivestin 500mg Tablet 10'S,Arthritis,3,25,532,0
10.42.0.211-10.42.0.1-56509-53-17,LEVONAIR KID Tablet 10's,Allergies,Lupoxa MR Tablet 10'SLupoxa Capsule 10'S,Arthritis,8,9,37,0
172.217.12.174-10.42.0.42-80-46557-6,LEVOP 5mg Tablet 10's,Allergies,Lupoxa OD 600mg Tablet 10'S,Arthritis,3,10,134,1
172.217.10.46-10.42.0.42-443-36764-17,LEVOP A Tablet 10's,Allergies,Macroze Tablet 30'S,Arthritis,10,40,456,1
10.42.0.211-103.235.46.212-60282-80-6,LEVOP M Tablet 10'sLEVOP M Suspension 60ml,Allergies,Macvestin 500mg Tablet 10'SMacvestin 250mg Tablet 10'SMacvestin Plus Sachet 15gm,Arthritis,2,10,567,0
10.42.0.211-91.190.218.58-45154-12350-6,LEVOP M KID Tablet 10's,Allergies,Maxceprol Capsule 10'S,Arthritis,10,33,134,0
172.217.9.238-10.42.0.151-443-36149-6,Levopower 5Mg Tablet 10's,Allergies,Mienta 50mg Capsule 10'S,Arthritis,5,36,134,0
10.42.0.211-106.39.169.66-52050-80-6,Levorest 5Mg Tablet 10's,Allergies,Mobigold Dgm Capsule 10'S,Arthritis,10,0,1,1
172.217.3.106-10.42.0.211-443-56950-6,Levorest M Tablet 10's,Allergies,Mobileye 40mg Capsule 10'S,Arthritis,1,5,468,1
172.217.10.136-10.42.0.151-443-58087-6,Levorid 5mg Tablet 50'SLevorid Tablet 10'SLevorid 2.5mg Syrup 30ml,Allergies,Mobipro Tablet 10'S,Arthritis,1,5,134,1
10.42.0.151-10.42.0.1-6012-53-17,Levorize Tablet 10's,Allergies,Musran ER 600mg Tablet 10'S,Arthritis,8,25,575,1
182.22.67.87-10.42.0.211-443-48362-6,Levorize M Kid Tablet 10's,Allergies,Neoxacep 200 mg Capsule 10'S,Arthritis,10,0,134,1
10.42.0.211-10.42.0.1-32404-53-17,Levosetride Tablet 10'SLevosetride 5mg Tablet 10'SLevosetride Syrup 30ml,Allergies,Nurokind Ortho Tablet 10'SNurokind Ortho Tablet 6'S,Arthritis,10,139,363,0
10.42.0.151-10.42.0.1-63748-53-17,Levosiz 5mg Tablet 15'SLevosiz 10mg Tablet 15'SLevosiz 10mg Tablet 10'SLevosiz 5mg Tablet 10'S,Allergies,OA PLUS Tablet 10's,Arthritis,5,42,31,1
10.42.0.151-106.11.14.99-40939-443-6,Levosiz M Tablet 10'S,Allergies,Orbone Tablet 10'S,Arthritis,1,35,134,0
10.42.0.211-123.125.46.161-49632-80-6,Levosiz M Kid Tablet 10'S,Allergies,Orcerin 50mg Capsule 10'SOrcerin Ointment 30gm,Arthritis,9,9,31,0
151.101.1.140-10.42.0.211-443-38144-6,Levosiz MD 5mg Tablet 10'S,Allergies,Orcerin GM Tablet 10'S,Arthritis,7,12,134,0
10.42.0.211-113.108.216.233-57462-80-6,Levot M Tablet 10'S,Allergies,Orthokind 200mg Tablet 10'S,Arthritis,10,14,134,1
10.42.0.211-10.42.0.1-34994-53-17,Levozet 5mg Tablet 10'SLevozet 2.5mg Suspension 30ml,Allergies,Ortholix Tablet 10'S,Arthritis,6,11,134,0
10.42.0.211-72.247.140.233-49328-443-6,Levozet AM Tablet 10'S,Allergies,Orthotrue 50mg Capsule 10'S,Arthritis,9,6,1368,1
10.42.0.211-64.71.142.120-43300-443-6,Levozet M 10/5mg Tablet 10'S,Allergies,Orthowock Tablet 10'S,Arthritis,7,4,517,0
172.217.11.33-10.42.0.42-443-52649-6,Levozin Syrup 30ml,Allergies,Osicare Plus Tablet 10'S,Arthritis,10,43,426,1
198.11.190.8-10.42.0.211-443-54888-6,Levozon A 5/75mg Capsule 10'S,Allergies,Osiris 300mg Capsule 10'S,Arthritis,5,56,134,0
10.42.0.211-69.147.82.61-46975-443-6,LEWEL 5mg Tablet 10's,Allergies,Ostease 50mg Tablet 10'S,Arthritis,6,27,134,1
10.42.0.211-23.192.76.180-58054-80-6,LEWEL AM Tablet 10's,Allergies,Ostease Plus 50/750mg Tablet 10'S,Arthritis,1,4,517,1
182.22.67.85-10.42.0.211-443-45636-6,Lezo MD 5mg Tablet 10'S,Allergies,Ostigard 100mg Capsule 10'SOstigard 200mg Capsule 10'S,Arthritis,6,52,259,0
10.42.0.211-23.219.23.167-55069-80-6,Lezyncet M Tablet 10'SLezyncet M Syrup 60ml,Allergies,Ostivestin 500mg Tablet 10'SOstivestin 250mg Tablet 10'S,Arthritis,2,7,134,1
172.217.3.106-10.42.0.211-443-52921-6,LFAST 5mg Tablet 10's,Allergies,Ostogard 50mg Capsule 10'S,Arthritis,1,4,53,0
10.42.0.211-103.235.46.212-57718-80-6,LFAST AM Capsule 10's,Allergies,OSTOKIND 50mg Tablet 10's,Arthritis,10,3,517,0
216.58.219.202-10.42.0.151-443-59255-6,Lgnil Syrup 30ml,Allergies,Ostomod 50mg Capsule 10'S,Arthritis,9,23,36,1
222.73.28.96-10.42.0.211-80-37088-6,Licit 5mg Tablet 10'S,Allergies,Ostovit DM Tablet 10'S,Arthritis,1,33,52,1
10.42.0.1-10.42.0.42-53-9924-17,Limonte Tablet 10'S,Allergies,OTONAC SR 200mg Tablet 10's,Arthritis,9,22,134,0
191.239.8.125-10.42.0.42-443-44933-6,List Tablet 10'S,Allergies,Oxashine Capsule 10'S,Arthritis,10,5,32,1
10.42.0.211-123.125.29.220-52276-80-6,LIT SR 5mg Tablet 10'S,Allergies,Oxuba 200mg Capsule 10'S,Arthritis,8,14,37,0
10.42.0.151-10.42.0.1-48757-53-17,Livomik M Tablet 10'S,Allergies,Penicitin 250mg Capsule 10'S,Arthritis,2,69,33,1
10.42.0.151-13.32.250.220-50411-443-6,Livozine 5mg Tablet 10'S,Allergies,Phagodol Capsule 10'S,Arthritis,4,7,134,0
10.42.0.151-10.42.0.1-60203-53-17,Livy M 10/5mg Tablet 10'SLivy M 10/5mg Syrup 60ml,Allergies,PRESZA 50mg Tablet 10's,Arthritis,10,6,346,1
172.217.12.170-10.42.0.151-443-40557-6,Lodizine Syrup 30ml,Allergies,Proxym MR Forte Tablet 10'SProxym 300mg Tablet 10'SProxym 200mg Tablet 10'SProxym Gel 30gm,Arthritis,10,8,1347,0
172.217.10.226-10.42.0.151-443-36060-6,Longcet 5mg Tablet 15'S,Allergies,RE Cart Capsule 10'S,Arthritis,9,8,35,0
172.217.12.195-10.42.0.42-443-49460-6,Longifene Syrup 200mlLongifene 25mg Tablet 10'S,Allergies,Recart Plus Tablet 10'S,Arthritis,6,19,134,0
10.42.0.211-77.234.44.42-48272-80-6,Longifene DS Syrup 200mlLongifene DS Tablet 10'S,Allergies,Recartix Plus Tablet 10'S,Arthritis,2,0,35,0
10.42.0.211-54.192.36.163-59994-443-6,Lora Tablet 10'S,Allergies,Rejulox Capsule 10'S,Arthritis,1,1,38,0
219.142.78.217-10.42.0.211-80-59745-6,Loracap 10mg Tablet 10'S,Allergies,Repare 750/250mg Capsule 6'S,Arthritis,10,2,47,1
10.42.0.211-91.190.216.57-59381-12350-6,LORAMED 10mg Tablet 10's,Allergies,Rofact 25mg Tablet 10Rofact 50mg Tablet 10Rofact 12.5mg Tablet 10,Arthritis,10,13,37,1
10.42.0.1-10.42.0.42-53-48522-17,Loran D Tablet 10'S,Allergies,Rofact RT 12.5mg Tablet 10Rofact RT 50mg Tablet 10,Arthritis,10,19,517,0
10.42.0.211-64.71.142.124-41520-80-6,Loratin 10mg Tablet 10'S,Allergies,Rofaday 12.5mg Tablet 10'S,Arthritis,9,7,134,0
172.217.12.161-10.42.0.151-443-48601-6,Loratop Tablet 10'S,Allergies,Rumalef 10mg Tablet 30'SRumalef 100mg Tablet 3'SRumalef 20mg Tablet 30'S,Arthritis,1,12,134,0
10.42.0.151-10.42.0.1-7299-53-17,Lordizin Syrup 30mlLordizin 10Mg Tablet 10's,Allergies,Salazar DS Tablet 10'S,Arthritis,9,3,31,1
183.79.250.123-10.42.0.211-443-60676-6,Lordizin Plus Tablet 10's,Allergies,Sazolet 500Mg Tablet 10's,Arthritis,10,24,754,1
172.217.10.227-10.42.0.151-443-57401-6,Lorfast MT Tablet 10'S,Allergies,Setolac ER 300mg Tablet 10'S,Arthritis,1,5,134,1
172.217.10.110-10.42.0.151-443-60040-6,Lorfast D Tablet 10'S,Allergies,Smodace 50mg Tablet 10'S,Arthritis,3,3,134,1
140.205.250.8-10.42.0.42-443-47603-6,Lorfast Meltab Tablet 10'S,Allergies,Smodace GM Tablet 10'S,Arthritis,9,59,538,1
10.42.0.211-10.42.0.1-46139-53-17,LORID Tablet 10's,Allergies,Spon 50mg Tablet 10'SSpon 50mg Capsule 10'S,Arthritis,10,3,134,0
10.42.0.211-52.26.15.212-56306-443-6,Loridin 5mg Suspension 30mlLoridin 10mg Tablet 10'S,Allergies,Tendocare Tablet 15'S,Arthritis,10,1,134,1
172.217.12.174-10.42.0.151-443-40410-6,Lorinol 10mg Tablet 10'SLorinol 10mg Cream 15gm,Allergies,Tendofirm Capsule 15'S,Arthritis,10,0,85,0
10.42.0.211-14.29.93.254-57741-80-6,Lorinol Md 10Mg Tablet 10's,Allergies,Tendoking Tablet 15'S,Arthritis,10,9,42,0
180.163.255.156-10.42.0.151-80-35160-6,Lormeg Syrup 30mlLormeg Tablet 10'S,Allergies,Tendonex Capsule 10'S,Arthritis,5,3,134,0
174.35.73.98-10.42.0.211-80-55583-6,Lormeg D Tablet 10'S,Allergies,Toldin ER 600mg Tablet 10'SToldin 400mg Tablet 10'S,Arthritis,1,5,342,1
10.42.0.211-23.194.140.226-60638-80-6,Lortadin 10mg Tablet 10'S,Allergies,Topcerin 50mg Capsule 10'S,Arthritis,10,22,31,0
172.217.11.14-10.42.0.151-443-43664-6,LOT LS Eye Drops 5ml,Allergies,Tovok Tablet 10'S,Arthritis,9,3,6134,1
203.205.151.47-10.42.0.151-80-53459-6,Lovim 10/5mg Tablet 10'S,Allergies,Uniwalk 300mg Capsule 10'S,Arthritis,10,257,134,0
8.0.6.4-8.6.0.1-0-0-0,Loviroc 5mg Tablet 10'S,Allergies,Upkip 50mg Capsule 10'S,Arthritis,10,77,598,1
180.149.153.68-10.42.0.211-80-54887-6,Lukast LC 4/2.5mg Syrup 60mlLukast LC 10/5mg Tablet 10'S,Allergies,Vetalog Injection 5ml,Arthritis,5,16,744,0
172.217.11.40-10.42.0.42-443-50470-6,Lukotas FX Tablet 10'S,Allergies,Viscosafe 14mg Solution 1ml,Arthritis,10,137,32,1
183.79.248.252-10.42.0.151-443-41020-6,Lukotas LC Tablet 10'S,Allergies,Wakfree Tablet 10'S,Arthritis,6,21,5134,1
203.130.53.126-10.42.0.211-80-54194-6,Lukotas LC Kid Tablet 10'S,Allergies,Walkfree 300mg Capsule 10'S,Arthritis,10,72,457,0
216.58.219.202-10.42.0.151-443-52064-6,Lupicet 5mg Syrup 30ml,Allergies,Walkho Tablet 10'S,Arthritis,10,67,134,1
183.79.249.252-10.42.0.211-443-37070-6,Lupicet L Syrup 60mlLupicet L 5mg Tablet 10'S,Allergies,Xeljanz 5mg Tablet 60'S,Arthritis,6,7,5134,0
10.42.0.211-103.235.46.211-43500-443-6,Lupimon FX 10/120mg Tablet 10'S,Allergies,Zerine 50mg Capsule 10'S,Arthritis,8,4,134,0
203.205.158.62-10.42.0.211-80-48293-6,Lupimon L 4/2.5mg Suspension 30mlLupimon L 10/5mg Tablet 10'S,Allergies,Zerostiff Sachet 10.5gm,Arthritis,10,20,29,1
10.42.0.211-10.42.0.1-37294-53-17,LUVENT FX Tablet 10's,Allergies,ZY Q Tablet 1'SZY Q 400mg Tablet 10'SZY Q 400mg Tablet 2'S,Arthritis,9,22,36,1
10.42.0.42-23.208.38.194-60649-443-6,LUVENT LC Tablet 10's,Allergies,Zycel 200mg Capsule 10'SZycel 100mg Capsule 10'S,Arthritis,1,7,134,0
172.217.10.14-10.42.0.151-443-51815-6,Luvle 5mg Tablet 10'S,Allergies,AHA GLOW S Face Wash 100ml,Cleanser,10,23,6134,1
172.217.11.46-10.42.0.151-443-35604-6,Luvle M 10/5mg Tablet 10'S,Allergies,AHAGLOW ADVANCED FACE WASH Gel 200gm,Cleanser,3,161,46,0
173.194.205.139-10.42.0.211-443-52443-6,Lycort 40mg Injection 1ml,Allergies,Cetafresh Cleansing Lotion 200ml,Cleanser,10,5,134,1
10.42.0.211-23.206.166.62-35594-80-6,Lydia Capsule 10'S,Allergies,Cetaphil Gentle Skin Cleanser For Dry And Sensitive Skin 125ml,Cleanser,1,4,36,0
10.42.0.211-64.71.142.125-45893-443-6,LYOPRED 1000mg Injection 1's,Allergies,Cetaphil Cleansing Lotion 125mlCetaphil Cleansing Lotion 250ml,Cleanser,2,21,186,1
10.42.0.42-36.110.210.167-46099-80-6,LYZEVAC Tablet 10's,Allergies,Cetaphil OS Cleanser 125ml,Cleanser,8,38,558,0
10.42.0.211-115.239.210.141-38384-80-6,LYZEVAC M Tablet 10's,Allergies,Cetaphil Restoraderm Moisturizing Lotion 100ml,Cleanser,8,0,917,0
10.42.0.211-52.71.180.249-57772-443-6,M FEX Tablet 10's,Allergies,Cidex Solution 1LtrCidex 2% Solution 5LtrCidex Solution 2Ltr,Cleanser,9,87,517,0
10.42.0.42-123.125.29.138-56164-443-6,Maast A 10/5mg Tablet 10'S,Allergies,Clarina Face Wash Gel(Topical) 60ml,Cleanser,7,0,456,0
10.42.0.151-103.235.46.212-50782-443-6,Magnamont L Tablet 10'S,Allergies,Cleenhands Instant Hand Sanitizer 100ml,Cleanser,10,23,48,0
10.42.0.211-10.42.0.1-42763-53-17,Magnatuss A Cough Syrup 100ml,Allergies,Clinsure Lotion 125mlClinsure Lotion 500ml,Cleanser,3,0,134,1
172.217.3.106-10.42.0.211-443-54359-6,Mahamont L Tablet 10'S,Allergies,Cutinorm Cleansing Soap 100gm,Cleanser,9,38,134,1
10.42.0.211-123.125.115.164-57174-443-6,Mastic LC 10/5mg Tablet 10'S,Allergies,Derclean Hydro Gel Cleanser 50gm,Cleanser,10,4,134,0
180.149.136.194-10.42.0.42-443-54272-6,Maxcet 5mg Tablet 10'S,Allergies,Dermadew Face Wash 100ml,Cleanser,10,57,134,0
8.0.6.4-8.6.0.1-0-0-0,Mebryl 25mg Tablet 10'S,Allergies,Doux Deep Cleanser Lotion 125ml,Cleanser,10,26,134,0
10.42.0.211-101.251.100.59-55205-9930-6,Medrol 8mg Capsule 10'S,Allergies,ELOVERA MOISTURIZING Body Wash 150ml,Cleanser,10,10,34,1
172.217.10.142-10.42.0.151-443-44148-6,Merlon LC 10/5mg Tablet 10'S,Allergies,GLY SEB CLEAR Bathing Bar 75gm,Cleanser,1,23,36,1
172.217.11.46-10.42.0.211-443-54126-6,Minolast Kid Tablet 10'SMinolast Kid Syrup 60ml,Allergies,Halozar S Oinment 20gm,Cleanser,8,13,134,1
172.217.10.78-10.42.0.211-443-42720-6,Minolast LC 10/5mg Tablet 10'S,Allergies,Hymos Lotion 100ml,Cleanser,8,128,1398,1
10.42.0.151-31.13.69.203-48167-443-6,Mokast LC SR Tablet 10'S,Allergies,Ioprep Solution 100mlIoprep Solution 500ml,Cleanser,10,6,35,1
10.42.0.211-65.55.223.31-60774-40015-17,MOLUCET Tablet 10's,Allergies,Keracnyl Triple Action Mask Cream 40ml,Cleanser,2,13,134,0
10.42.0.42-66.198.24.253-35863-80-6,Monadine Tablet 10'S,Allergies,Ketostar Soap 75gm,Cleanser,7,7,134,1
10.42.0.211-66.198.24.250-52861-443-6,Monast Lc Syrup 30mlMonast LC 10/5mg Tablet 10'SMonast LC 10/5mg Syrup 60ml,Allergies,KLMKLIN Face Wash 50ml,Cleanser,9,57,134,0
10.42.0.211-123.125.29.220-35753-80-6,Moncel LC Tablet 10'S,Allergies,Klmklin Aha Gel Face Wash 50ml,Cleanser,8,139,134,0
10.42.0.151-52.86.21.31-48201-443-6,Moncet (Pharmatech) Tablet 10'S,Allergies,Klmklin Aha Face Wash Gel 100ml,Cleanser,7,76,342,0
10.42.0.42-52.84.29.154-60954-443-6,Moncitra 5/10mg Tablet 10'S,Allergies,Klmklin Face Wash Gel 100ml,Cleanser,1,20,217,1
172.217.10.227-10.42.0.211-443-42569-6,Moncitra Kid Tablet 10'S,Allergies,LITE GLO Face Wash 100ml,Cleanser,10,11,31,0
192.229.173.173-10.42.0.211-443-48496-6,Mondeslor Tablet 10'S,Allergies,LIVALITE Soap 75gm,Cleanser,9,21,134,1
10.42.0.151-31.13.80.5-47901-443-6,Monet LC 4/2.5mg Syrup 30mlMonet LC 10/5mg Tablet 10'S,Allergies,Mesoestetic Mesopeel Azelan Gel(Topical) 50ml,Cleanser,7,92,134,0
10.42.0.211-10.42.0.1-2700-53-17,Monetetop L Syrup 60ml,Allergies,Microshield 4% Solution 500mlMicroshield 2% Solution 100mlMicroshield 4% Solution 100mlMicroshield 5% Solution 500mlMicroshield 2% Solution 500ml,Cleanser,1,5,134,1
192.229.173.173-10.42.0.211-80-39812-6,Monitek 10mg Tablet 10'S,Allergies,Microshield Pvp 10% Solution 100mlMicroshield Pvp 10% Solution 500ml,Cleanser,10,11,134,0
10.42.0.151-31.13.80.5-36631-443-6,Monkezin Syrup 60ml,Allergies,MY FAIR Face Wash 60gm,Cleanser,5,10,537,1
202.77.129.161-10.42.0.211-80-39782-6,Monlevo Tablet 10'S,Allergies,Sali Face Wash 60ml,Cleanser,10,19,31,1
184.86.36.21-10.42.0.211-443-33767-6,Monlevo (Acino) Tablet 10'S,Allergies,Salicure 17% Ointment 30gm,Cleanser,8,14,341,0
172.217.6.234-10.42.0.211-443-47396-6,Monlevo Junior Tablet 10'S,Allergies,Salvosh 2% Cream 30gm,Cleanser,10,3,29,1
216.58.217.99-10.42.0.151-443-48718-6,Monokast FX 10/120mg Tablet 10'S,Allergies,Tonenglo S Foaming Face Wash 100ml,Cleanser,9,102,343,0
10.42.0.151-23.199.17.202-58454-443-6,Monorin 150mg Tablet 10'S,Allergies,Truface Foaming Face Wash 60ml,Cleanser,9,10,31,0
172.217.10.133-10.42.0.151-443-35850-6,Mont 10mg Tablet 10'SMont 4mg Tablet 10'S,Allergies,UV Care Lite SPF 30 Lotion 50gm,Cleanser,3,62,134,1
209.85.201.188-10.42.0.151-5228-58707-6,Montair 5mg Chew Tablet 15'SMontair Granules 0.5gm,Allergies,Wokadine 5% Solution 500ml,Cleanser,2,10,134,1
182.22.67.106-10.42.0.211-443-52907-6,Montair FX Tablet 10'S,Allergies,ZESORIS Soap 75gm,Cleanser,10,35,134,0
205.204.101.182-10.42.0.211-443-34562-6,Montair LC Tablet 10'S,Allergies,Zitcare S 1% Gel 20gm,Cleanser,5,1,134,1
10.42.0.211-36.110.213.49-50228-443-6,Montair LC Kid Syrup 60mlMontair LC Kid Tablet 10'S,Allergies,4K Peg Granules 105gm,Constipation,6,23,134,0
183.79.250.251-10.42.0.151-443-37635-6,Montallvz 10/5mg Tablet 10'S,Allergies,Adlube Ointment 5gm,Constipation,7,2,961,1
10.42.0.151-47.89.67.245-57931-443-6,Montas L 4/2.5mg Syrup 60mlMontas L 10/5mg Tablet 10'S,Allergies,Agarol Emulsion 120mlAgarol Syrup 120ml,Constipation,1,42,31,0
205.185.216.10-10.42.0.151-80-43561-6,Montasma FX Tablet 10'S,Allergies,ALL Klear Granule 90gm,Constipation,2,1,816,1
172.217.7.131-10.42.0.42-443-57074-6,Montasma L Kid Tablet 10'S,Allergies,Alpicno Syrup 100ml,Constipation,1,2,3488,0
172.217.12.193-10.42.0.151-443-35922-6,Montasma Plus Tablet 10'S,Allergies,Aqualac Syrup 200ml,Constipation,9,18,28,0
10.42.0.211-31.13.71.52-34887-443-6,Monte L Kid DT Tablet 10'S,Allergies,Azkalax S Powder 100gm,Constipation,10,2,134,0
10.42.0.211-68.67.178.170-60090-443-6,Montecip 10mg Tablet 10'S,Allergies,Baxativ Tablet 10'S,Constipation,9,6,134,0
10.42.0.151-52.86.243.58-46985-443-6,Montecip LC Tablet 10'S,Allergies,Bestoloos Solution 60ml,Constipation,9,10,134,0
172.217.6.234-10.42.0.151-443-33403-6,Montegress FX 120mg Tablet 10'S,Allergies,Biolac Syrup 100mlBiolac Syrup 200ml,Constipation,5,80,134,1
10.42.0.42-115.239.210.141-54597-80-6,Montegress LC 4mg Tablet 10'SMontegress LC 10mg Tablet 10'S,Allergies,Biolax Tablet 10'S,Constipation,7,83,134,1
10.42.0.151-72.21.207.148-46210-443-6,Montek LC Tablet 10'S,Allergies,Bisacad 5mg Tablet 10'S,Constipation,9,33,1448,0
10.42.0.151-23.9.100.174-44364-443-6,Montek LC Kid Tablet 10'SMontek LC Kid Syrup 60ml,Allergies,Bisacodyl 5mg Suppository 5'S,Constipation,6,14,134,0
10.42.0.211-47.89.67.245-46220-443-6,Montelar 4/2.5mg Tablet 10'SMontelar 4/2.5mg Syrup 60ml,Allergies,BO Lax 5mg Tablet 10'S,Constipation,1,27,134,0
172.217.12.163-10.42.0.211-443-43528-6,Montemac FX Tablet 10'SMontemac FX 4/60mg Suspension 60ml,Allergies,Bowell Sachet 10ml,Constipation,4,37,291,1
10.42.0.211-77.234.44.79-53006-443-6,Montemac L Syrup 60mlMontemac L Tablet 10'S,Allergies,Bowlease Syrup 60ml,Constipation,5,72,42,1
10.42.0.211-98.138.49.11-54126-443-6,Montemac L Kid Tablet 10'S,Allergies,Bylax Tablet 10'S,Constipation,1,47,791,1
10.42.0.151-10.42.0.1-56403-53-17,Montemeri Tablet 10's,Allergies,Cadilose Green Granules 15gmCadilose Syrup 100mlCadilose Syrup 450mlCadilose Enema 250mlCadilose Solution 60mlCadilose Liquid 250mlCadilose Solution 200ml,Constipation,6,3,55,1
172.217.11.46-10.42.0.151-443-46447-6,Monteros 5/2.5mg Tablet 10'S,Allergies,Calopride 2mg Tablet 10'SCalopride 1mg Tablet 10'S,Constipation,9,20,987,1
10.42.0.151-10.42.0.1-19811-53-17,Montetop L 10/5mg Tablet 10'S,Allergies,Canthalax Tablet 10'S,Constipation,9,2,2789,0
172.217.12.206-10.42.0.211-443-47119-6,Montewin F Tablet 10'S,Allergies,Cardiolax Powder 90gm,Constipation,8,6,242,1
180.163.255.159-10.42.0.151-443-41557-6,Montewok LC Tablet 10'SMontewok LC Syrup 60ml,Allergies,Castrowok Oil 50ml,Constipation,9,45,42,0
10.42.0.151-125.39.133.40-47834-80-6,Montex LC Tablet 10'SMONTEX Tablet 10's,Allergies,Cellubril Capsule 6'SCellubril Syrup 60ml,Constipation,7,32,768,0
10.42.0.151-108.174.11.1-53633-443-6,Montgold Tablet 10'S,Allergies,Cetraben Cream 125gm,Constipation,6,8,442,0
10.42.0.151-36.110.213.49-37851-80-6,Montgold Kid Tablet 10'S,Allergies,Cipeg Powder 121.1gm,Constipation,10,14,31,1
203.90.242.126-10.42.0.151-443-40153-6,Monti 10mg Tablet 10'SMonti 5mg Tablet 10'S,Allergies,Claro Syrup 100ml,Constipation,7,9,78,0
172.217.12.174-10.42.0.151-443-39810-6,Monti FX Tablet 10'S,Allergies,Clearitol Granules 90gm,Constipation,7,71,78,1
172.217.12.131-10.42.0.151-443-41437-6,Monticope Suspension 30mlMonticope Tablet 10'SMonticope Suspension 60ml,Allergies,Colax 10mg Tablet 10'S,Constipation,1,9,78,0
180.76.138.25-10.42.0.211-80-44034-6,Monticope A Tablet 10'S,Allergies,Colopeg Sachet 137.15gm,Constipation,8,37,213,1
10.42.0.211-10.42.0.1-44295-53-17,Monticope Kid Tablet 10'S,Allergies,Coloprep Orange Flavour KitColoprep Lemon Flavour Kit,Constipation,6,16,22,0
173.194.205.100-10.42.0.151-443-58459-6,Montilife Kid 4/2.5mg Tablet 10'S,Allergies,Colvac 10mg Tablet 10'S,Constipation,1,82,78,1
